epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,1127.15,0.7199,0.81786,0.91632,0.4954,0.60571,0.54334,0.44781,0.75817,1.0116,0.96094,0.000420875,0.000420875,0.000420875
69,1143.57,0.7188,0.79296,0.91834,0.53974,0.51893,0.56067,0.45897,0.75807,1.00823,0.96231,0.0004085,0.0004085,0.0004085
70,1160.02,0.71406,0.81137,0.91211,0.53941,0.53186,0.53233,0.4475,0.73467,1.06673,0.94764,0.000396125,0.000396125,0.000396125
71,1176.45,0.74054,0.81866,0.91808,0.50793,0.58312,0.55619,0.46247,0.74159,0.98832,0.94512,0.00038375,0.00038375,0.00038375
72,1192.9,0.71124,0.76971,0.91062,0.50433,0.59086,0.57027,0.47667,0.73671,1.02331,0.94907,0.000371375,0.000371375,0.000371375
73,1209.34,0.72353,0.74637,0.91961,0.57539,0.54272,0.59531,0.49548,0.7516,0.97545,0.95467,0.000359,0.000359,0.000359
74,1225.86,0.70861,0.7756,0.90676,0.47284,0.61605,0.56155,0.46819,0.74159,1.01054,0.94798,0.000346625,0.000346625,0.000346625
75,1242.4,0.71003,0.7708,0.90708,0.523,0.53805,0.53972,0.45413,0.7418,1.05044,0.94502,0.00033425,0.00033425,0.00033425
76,1258.92,0.7162,0.74528,0.91923,0.50344,0.48191,0.52564,0.43332,0.75254,1.07157,0.95344,0.000321875,0.000321875,0.000321875
77,1275.45,0.68203,0.734,0.89182,0.44655,0.57019,0.55327,0.45799,0.73932,1.03176,0.95064,0.0003095,0.0003095,0.0003095
78,1292.03,0.70798,0.74334,0.90422,0.45293,0.67263,0.54164,0.44835,0.7403,1.05745,0.9433,0.000297125,0.000297125,0.000297125
79,1308.54,0.70124,0.745,0.90383,0.55086,0.57528,0.55047,0.45967,0.72817,1.02127,0.93679,0.00028475,0.00028475,0.00028475
80,1324.87,0.69166,0.70076,0.90202,0.51571,0.60195,0.54261,0.45296,0.73268,1.08022,0.93372,0.000272375,0.000272375,0.000272375
81,1341.68,0.67698,0.71466,0.89527,0.49767,0.55762,0.52822,0.43967,0.7284,1.08834,0.92751,0.00026,0.00026,0.00026
82,1358.23,0.69607,0.71848,0.90112,0.46181,0.57245,0.52373,0.43897,0.74082,1.1494,0.93677,0.000247625,0.000247625,0.000247625
83,1374.85,0.68043,0.70344,0.89853,0.52015,0.5739,0.56238,0.47262,0.73966,1.02027,0.9391,0.00023525,0.00023525,0.00023525
84,1391.21,0.67719,0.68337,0.89915,0.4922,0.54054,0.55193,0.45755,0.73413,1.05085,0.93959,0.000222875,0.000222875,0.000222875
85,1407.71,0.67324,0.70526,0.89099,0.54833,0.50018,0.53524,0.44418,0.73353,1.0578,0.93406,0.0002105,0.0002105,0.0002105
86,1424.17,0.69114,0.71007,0.89882,0.52139,0.52134,0.53319,0.44583,0.73853,1.06405,0.93699,0.000198125,0.000198125,0.000198125
87,1440.62,0.68977,0.67893,0.89782,0.46467,0.58601,0.53834,0.45209,0.73789,1.09275,0.93192,0.00018575,0.00018575,0.00018575
88,1457.07,0.66808,0.66654,0.89108,0.4408,0.60785,0.52812,0.43917,0.735,1.10481,0.9333,0.000173375,0.000173375,0.000173375
89,1473.59,0.68326,0.68163,0.89774,0.49254,0.55055,0.53977,0.45437,0.73691,1.08495,0.9347,0.000161,0.000161,0.000161
90,1490.09,0.66496,0.64561,0.89483,0.5307,0.48727,0.53564,0.45388,0.74285,1.10365,0.94336,0.000148625,0.000148625,0.000148625
91,1525.94,0.64705,0.65418,0.89957,0.53036,0.54433,0.49537,0.41014,0.75425,1.1492,0.95087,0.00013625,0.00013625,0.00013625
92,1542.13,0.63871,0.62549,0.88467,0.45875,0.57498,0.54089,0.45729,0.7378,1.04742,0.93468,0.000123875,0.000123875,0.000123875
93,1558.44,0.63602,0.60753,0.88738,0.5331,0.53724,0.55007,0.45746,0.73232,1.07206,0.93387,0.0001115,0.0001115,0.0001115
94,1574.69,0.64324,0.60521,0.88776,0.42069,0.59461,0.53019,0.4429,0.74473,1.09452,0.9412,9.9125e-05,9.9125e-05,9.9125e-05
95,1590.99,0.62958,0.58878,0.88122,0.45695,0.58459,0.54192,0.45512,0.73764,1.0567,0.9337,8.675e-05,8.675e-05,8.675e-05
96,1607.23,0.62117,0.59222,0.88158,0.5604,0.53883,0.55418,0.4691,0.73572,1.06899,0.93229,7.4375e-05,7.4375e-05,7.4375e-05
97,1623.53,0.62388,0.56653,0.88166,0.53113,0.55547,0.53817,0.45059,0.7327,1.1045,0.93033,6.2e-05,6.2e-05,6.2e-05
98,1639.84,0.62323,0.56943,0.87954,0.51431,0.54324,0.54475,0.45882,0.73288,1.08674,0.92859,4.9625e-05,4.9625e-05,4.9625e-05
99,1656.24,0.63879,0.57029,0.88497,0.56983,0.4868,0.53793,0.45573,0.73324,1.1064,0.93063,3.725e-05,3.725e-05,3.725e-05
100,1672.55,0.62533,0.54579,0.88023,0.45977,0.60313,0.53481,0.45448,0.73154,1.09049,0.92935,2.4875e-05,2.4875e-05,2.4875e-05
